1.000000000000000000e+00 2.130456600560838413e-39 1.093979171437712879e-39 2.130456600560838413e-39 1.093979171437712879e-39 2.130456600560838413e-39 1.093979171437712879e-39
1.028044732093309266e+00 2.194650992254702195e-39 1.127790751421890633e-39 2.194650992254702195e-39 1.127790751421890633e-39 2.194650992254702195e-39 1.127790751421890633e-39
1.056875971184804142e+00 2.260462498121267425e-39 1.162451862358145352e-39 2.260462498121267425e-39 1.162451862358145352e-39 2.260462498121267425e-39 1.162451862358145352e-39
1.086515774652538235e+00 2.327949060869977374e-39 1.197981530015444378e-39 2.327949060869977374e-39 1.197981530015444378e-39 2.327949060869977374e-39 1.197981530015444378e-39
1.116986818467823106e+00 2.397154458893384553e-39 1.234408102719928162e-39 2.397154458893384553e-39 1.234408102719928162e-39 2.397154458893384553e-39 1.234408102719928162e-39
1.148312414543511073e+00 2.468135941903880899e-39 1.271760115528214741e-39 2.468135941903880899e-39 1.271760115528214741e-39 2.468135941903880899e-39 1.271760115528214741e-39
1.180516528568805068e+00 2.540943148799170168e-39 1.310064872188860284e-39 2.540943148799170168e-39 1.310064872188860284e-39 2.540943148799170168e-39 1.310064872188860284e-39
1.213623798344240834e+00 2.615613337151341761e-39 1.349349944392570739e-39 2.615613337151341761e-39 1.349349944392570739e-39 2.615613337151341761e-39 1.349349944392570739e-39
1.247659552630869584e+00 2.692237489291033469e-39 1.389644289249824011e-39 2.692237489291033469e-39 1.389644289249824011e-39 2.692237489291033469e-39 1.389644289249824011e-39
1.282649830528060475e+00 2.770840215558736849e-39 1.430982682953268359e-39 2.770840215558736849e-39 1.430982682953268359e-39 2.770840215558736849e-39 1.430982682953268359e-39
1.318621401394748593e+00 2.851490557593369633e-39 1.473395144647268964e-39 2.851490557593369633e-39 1.473395144647268964e-39 2.851490557593369633e-39 1.473395144647268964e-39
1.355601785329368481e+00 2.934255557905305424e-39 1.516929260225663270e-39 2.934255557905305424e-39 1.516929260225663270e-39 2.934255557905305424e-39 1.516929260225663270e-39
1.393619274224142446e+00 3.019199098806292865e-39 1.561613904628584706e-39 3.019199098806292865e-39 1.561613904628584706e-39 3.019199098806292865e-39 1.561613904628584706e-39
1.432702953409830782e+00 3.106391372452644346e-39 1.607493896640288718e-39 3.106391372452644346e-39 1.607493896640288718e-39 3.106391372452644346e-39 1.607493896640288718e-39
1.472882723907502633e+00 3.195923671196317022e-39 1.654610866154727528e-39 3.195923671196317022e-39 1.654610866154727528e-39 3.195923671196317022e-39 1.654610866154727528e-39
1.514189325304352129e+00 3.287861169386328945e-39 1.703010983080479480e-39 3.287861169386328945e-39 1.703010983080479480e-39 3.287861169386328945e-39 1.703010983080479480e-39
1.556654359271061550e+00 3.382272115404007153e-39 1.752731148317529934e-39 3.382272115404007153e-39 1.752731148317529934e-39 3.382272115404007153e-39 1.752731148317529934e-39
1.600310313738700696e+00 3.479236526516248691e-39 1.803822898704813751e-39 3.479236526516248691e-39 1.803822898704813751e-39 3.479236526516248691e-39 1.803822898704813751e-39
1.645190587753662559e+00 3.578816649433624803e-39 1.856332620733282373e-39 3.578816649433624803e-39 1.856332620733282373e-39 3.578816649433624803e-39 1.856332620733282373e-39
1.691329517029648066e+00 3.681086770813481766e-39 1.910303314937163956e-39 3.681086770813481766e-39 1.910303314937163956e-39 3.681086770813481766e-39 1.910303314937163956e-39
1.738762400216250725e+00 3.786120466018861936e-39 1.965784625914273457e-39 3.786120466018861936e-39 1.965784625914273457e-39 3.786120466018861936e-39 1.965784625914273457e-39
1.787525525904235080e+00 3.893995250076714676e-39 2.022819746914682322e-39 3.893995250076714676e-39 2.022819746914682322e-39 3.893995250076714676e-39 2.022819746914682322e-39
1.837656200388171124e+00 4.004782920925345785e-39 2.081457645052492627e-39 4.004782920925345785e-39 2.081457645052492627e-39 4.004782920925345785e-39 2.081457645052492627e-39
1.889192776207666347e+00 4.118571314968872266e-39 2.141745149283741953e-39 4.118571314968872266e-39 2.141745149283741953e-39 4.118571314968872266e-39 2.141745149283741953e-39
1.942174681489025723e+00 4.235418349133294340e-39 2.203738117999690699e-39 4.235418349133294340e-39 2.203738117999690699e-39 4.235418349133294340e-39 2.203738117999690699e-39
1.996642450109793909e+00 4.355461192437862286e-39 2.267459318729021384e-39 4.355461192437862286e-39 2.267459318729021384e-39 4.355461192437862286e-39 2.267459318729021384e-39
2.052637752709252084e+00 4.478760656982830794e-39 2.333013450003671559e-39 4.478760656982830794e-39 2.333013450003671559e-39 4.478760656982830794e-39 2.333013450003671559e-39
2.110203428568595552e+00 4.605385419402814756e-39 2.400421847715348305e-39 4.605385419402814756e-39 2.400421847715348305e-39 4.605385419402814756e-39 2.400421847715348305e-39
2.169383518385184395e+00 4.735470461542684090e-39 2.469739119566056234e-39 4.735470461542684090e-39 2.469739119566056234e-39 4.735470461542684090e-39 2.469739119566056234e-39
