0.0015985   2.012519
0.0016027   2.012519
0.0016068   2.012518
0.0016109   2.012518
0.0016150   2.012518
0.0016191   2.012518
0.0016231   2.012517
0.0016271   2.012517
0.0016311   2.012517
0.0016351   2.012517
0.0016391   2.012516
0.0016430   2.012516
0.0016470   2.012516
0.0016509   2.012515
0.0016548   2.012515
0.0016587   2.012515
0.0016625   2.012515
0.0016664   2.012514
0.0016702   2.012514
0.0016740   2.012514
0.0016778   2.012514
0.0016815   2.012513
0.0016853   2.012513
0.0016890   2.012513
0.0016928   2.012513
0.0016965   2.012512
0.0017002   2.012512
0.0017038   2.012512
0.0017075   2.012512
0.0017111   2.012511
0.0017148   2.012511
0.0017184   2.012511
0.0017220   2.012511
0.0017255   2.012510
0.0017291   2.012510
0.0017362   2.012510
0.0017432   2.012509
0.0017502   2.012509
0.0017571   2.012508
0.0017640   2.012507
0.0017708   2.012507
0.0017776   2.012506
0.0017843   2.012506
0.0017909   2.012505
0.0017975   2.012505
0.0018041   2.012504
0.0018106   2.012504
0.0018171   2.012503
0.0018235   2.012503
0.0018299   2.012502
0.0018346   2.012502
0.0018394   2.012502
0.0018441   2.012501
0.0018487   2.012501
0.0018534   2.012501
0.0018580   2.012500
0.0018627   2.012500
0.0018672   2.012500
0.0018718   2.012499
0.0018764   2.012499
0.0018809   2.012498
0.0018854   2.012498
0.0018899   2.012498
0.0018943   2.012497
0.0018987   2.012497
0.0019032   2.012497
0.0019076   2.012496
0.0019119   2.012496
0.0019163   2.012496
0.0019206   2.012495
0.0019249   2.012495
0.0019292   2.012494
0.0019335   2.012494
0.0019378   2.012494
0.0019420   2.012493
0.0019462   2.012493
0.0019504   2.012493
0.0019546   2.012492
0.0019588   2.012492
0.0019630   2.012492
0.0019671   2.012491
0.0019712   2.012491
0.0019753   2.012491
0.0019794   2.012490
0.0019875   2.012490
0.0019955   2.012489
0.0020035   2.012488
0.0020115   2.012487
0.0020193   2.012487
0.0020271   2.012486
0.0020348   2.012485
0.0020425   2.012485
0.0020502   2.012484
0.0020577   2.012483
0.0020652   2.012483
0.0020727   2.012482
0.0020801   2.012481
0.0020874   2.012481
0.0020947   2.012480
0.0020996   2.012479
0.0021052   2.012479
0.0021107   2.012478
0.0021162   2.012478
0.0021216   2.012477
0.0021271   2.012477
0.0021325   2.012476
0.0021378   2.012476
0.0021435   2.012475
0.0021490   2.012475
0.0021546   2.012474
0.0021601   2.012474
0.0021656   2.012473
0.0021711   2.012473
0.0021765   2.012472
0.0021819   2.012472
0.0021875   2.012471
0.0021930   2.012471
0.0021985   2.012470
0.0022040   2.012469
0.0022095   2.012469
0.0022149   2.012468
0.0022203   2.012468
0.0022257   2.012467
0.0022314   2.012467
0.0022371   2.012466
0.0022427   2.012466
0.0022483   2.012465
0.0022539   2.012464
0.0022594   2.012464
0.0022650   2.012463
0.0022705   2.012463
0.0022763   2.012462
0.0022821   2.012462
0.0022878   2.012461
0.0022935   2.012460
0.0022992   2.012460
0.0023049   2.012459
0.0023105   2.012459
0.0023161   2.012458
0.0023221   2.012457
0.0023279   2.012457
0.0023338   2.012456
0.0023397   2.012456
0.0023455   2.012455
0.0023512   2.012454
0.0023570   2.012454
0.0023627   2.012453
0.0023688   2.012453
0.0023748   2.012452
0.0023808   2.012451
0.0023867   2.012451
0.0023926   2.012450
0.0023985   2.012449
0.0024044   2.012449
0.0024102   2.012448
0.0024164   2.012447
0.0024225   2.012447
0.0024287   2.012446
0.0024347   2.012445
0.0024408   2.012445
0.0024468   2.012444
0.0024528   2.012443
0.0024587   2.012443
0.0024651   2.012442
0.0024714   2.012441
0.0024777   2.012441
0.0024840   2.012440
0.0024902   2.012439
0.0024964   2.012438
0.0025026   2.012438
0.0025088   2.012437
0.0025152   2.012436
0.0025217   2.012436
0.0025281   2.012435
0.0025345   2.012434
0.0025409   2.012433
0.0025472   2.012433
0.0025535   2.012432
0.0025598   2.012431
0.0025664   2.012430
0.0025730   2.012430
0.0025795   2.012429
0.0025861   2.012428
0.0025926   2.012427
0.0025990   2.012426
0.0026054   2.012426
0.0026118   2.012425
0.0026186   2.012424
0.0026253   2.012423
0.0026320   2.012422
0.0026387   2.012422
0.0026453   2.012421
0.0026519   2.012420
0.0026584   2.012419
0.0026650   2.012418
0.0026719   2.012418
0.0026787   2.012417
0.0026856   2.012416
0.0026924   2.012415
0.0026991   2.012414
0.0027058   2.012413
0.0027125   2.012413
0.0027192   2.012412
0.0027262   2.012411
0.0027332   2.012410
0.0027402   2.012409
0.0027471   2.012408
0.0027540   2.012407
0.0027609   2.012407
0.0027677   2.012406
0.0027745   2.012405
0.0027817   2.012404
0.0027889   2.012403
0.0027960   2.012402
0.0028031   2.012401
0.0028101   2.012400
0.0028171   2.012399
0.0028241   2.012398
0.0028310   2.012397
0.0028383   2.012396
0.0028456   2.012396
0.0028529   2.012395
0.0028601   2.012394
0.0028673   2.012393
0.0028745   2.012392
0.0028816   2.012391
0.0028887   2.012390
0.0028961   2.012389
0.0029036   2.012388
0.0029110   2.012387
0.0029184   2.012386
0.0029257   2.012385
0.0029330   2.012384
0.0029403   2.012383
0.0029475   2.012382
0.0029551   2.012381
0.0029627   2.012380
0.0029703   2.012379
0.0029778   2.012378
0.0029853   2.012377
0.0029927   2.012376
0.0030001   2.012375
0.0030075   2.012374
0.0030153   2.012373
0.0030231   2.012371
0.0030308   2.012370
0.0030385   2.012369
0.0030461   2.012368
0.0030537   2.012367
0.0030613   2.012366
0.0030688   2.012365
0.0030767   2.012364
0.0030847   2.012363
0.0030925   2.012362
0.0031004   2.012360
0.0031082   2.012359
0.0031159   2.012358
0.0031236   2.012357
0.0031313   2.012356
0.0031388   2.012355
0.0031486   2.012353
0.0031584   2.012352
0.0031671   2.012351
0.0031758   2.012349
0.0031844   2.012348
0.0031930   2.012347
0.0032015   2.012346
0.0032100   2.012344
0.0032185   2.012343
0.0032269   2.012342
0.0032372   2.012340
