 0.0000004  0.00161  1.548e+07  1.505e+02  2.338e+17  0.00000  0.36462  0.62029  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000005  0.00172  1.548e+07  1.505e+02  2.338e+17  0.00000  0.36462  0.62028  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000006  0.00182  1.548e+07  1.505e+02  2.338e+17  0.00001  0.36463  0.62027  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000007  0.00191  1.547e+07  1.505e+02  2.338e+17  0.00001  0.36464  0.62026  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000009  0.00200  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36464  0.62025  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000010  0.00208  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36465  0.62025  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000011  0.00215  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36466  0.62024  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000012  0.00222  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36466  0.62023  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000013  0.00228  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36467  0.62022  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000014  0.00235  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36468  0.62021  8.90e-06  7.79e-06  3.73e-03  6.06e-03  
 0.0000015  0.00241  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36468  0.62020  8.90e-06  7.80e-06  3.73e-03  6.06e-03  
 0.0000016  0.00246  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36469  0.62020  8.90e-06  7.80e-06  3.73e-03  6.06e-03  
 0.0000017  0.00252  1.547e+07  1.504e+02  2.338e+17  0.00001  0.36470  0.62019  8.90e-06  7.80e-06  3.73e-03  6.07e-03  
 0.0000018  0.00257  1.547e+07  1.504e+02  2.338e+17  0.00002  0.36470  0.62018  8.90e-06  7.80e-06  3.73e-03  6.07e-03  
 0.0000019  0.00262  1.547e+07  1.504e+02  2.338e+17  0.00002  0.36471  0.62017  8.90e-06  7.80e-06  3.73e-03  6.07e-03  
 0.0000020  0.00267  1.547e+07  1.504e+02  2.338e+17  0.00002  0.36472  0.62017  8.90e-06  7.80e-06  3.73e-03  6.07e-03  
 0.0000021  0.00271  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36472  0.62016  8.91e-06  7.80e-06  3.73e-03  6.07e-03  
 0.0000023  0.00276  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36473  0.62015  8.91e-06  7.80e-06  3.73e-03  6.07e-03  
 0.0000024  0.00280  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36474  0.62015  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000025  0.00285  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36474  0.62014  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000026  0.00289  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36475  0.62013  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000027  0.00293  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36476  0.62012  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000028  0.00297  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36476  0.62012  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000029  0.00301  1.547e+07  1.504e+02  2.337e+17  0.00002  0.36477  0.62011  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000030  0.00305  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36477  0.62011  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000031  0.00309  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36478  0.62010  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000033  0.00313  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36479  0.62009  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000034  0.00317  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36479  0.62008  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000035  0.00320  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36480  0.62008  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000036  0.00324  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36481  0.62007  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000038  0.00328  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36481  0.62006  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000039  0.00331  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36482  0.62006  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000040  0.00333  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36482  0.62005  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000041  0.00337  1.547e+07  1.504e+02  2.337e+17  0.00003  0.36483  0.62005  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000042  0.00341  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36484  0.62004  8.91e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000044  0.00344  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36484  0.62003  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000045  0.00347  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36485  0.62003  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000046  0.00350  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36485  0.62002  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000047  0.00353  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36486  0.62002  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000048  0.00356  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36487  0.62001  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000050  0.00359  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36487  0.62000  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000051  0.00363  1.547e+07  1.504e+02  2.337e+17  0.00004  0.36488  0.62000  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000052  0.00366  1.547e+07  1.503e+02  2.337e+17  0.00004  0.36489  0.61999  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000054  0.00369  1.547e+07  1.503e+02  2.337e+17  0.00005  0.36489  0.61998  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000055  0.00373  1.547e+07  1.503e+02  2.336e+17  0.00005  0.36490  0.61997  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000056  0.00375  1.547e+07  1.503e+02  2.336e+17  0.00005  0.36491  0.61997  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000057  0.00378  1.547e+07  1.503e+02  2.336e+17  0.00005  0.36491  0.61996  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
 0.0000059  0.00380  1.547e+07  1.503e+02  2.336e+17  0.00005  0.36492  0.61996  8.92e-06  7.80e-06  3.74e-03  6.07e-03  
