# Distribution of neutrino fluxes in the AGSS09 standard solar model model.
# 
# arxiv:0909.2668
#
# The cumulative neutrino fluxes from Table 3 of AGSS09 are given in the row below.
# 
# 6.03E+00 1.44E-02 8.18E-07 4.64E-01 4.85E-04 2.07E-02 1.47E-02 3.48E-04 
#
# 
# Columns in the Table below represent:
#
# 1) Radius of the zone in units of one solar radius
# 2) Temperature in units of 10^6 deg (K)
# 3) Logarithm (to the base 10) of the electron density in units of
#   cm^{-3}/N_A, where N_A is the Avogadro number
# 4) Mass of the zone with the given radius in units of one solar mass 
# 5) Fraction of pp neutrinos produced in the zone 
# 6) Fraction of pep neutrinos produced in the zone
# 7) Fraction of hep neutrinos produced in the zone
# 8) Fraction of beryllium 7 neutrinos produced in the zone
# 9) Fraction of boron 8 neutrinos produced in the zone
# 10) Fraction of nitrogen 13 neutrinos produced in the zone
# 11) Fraction of oxygen 15 neutrinos produced in the zone
# 12) Fraction of florine 17 neutrinos produced in the zone

0.0600 14.437 1.937  4.52253831e-04  5.499944e+00  7.395879e+00  3.112416e+00  1.317175e+01  1.470324e+01  1.035834e+01  1.466886e+01  1.465720e+01  
0.0605 14.421 1.935  4.58878452e-04  5.560230e+00  7.459891e+00  3.158570e+00  1.316570e+01  1.450394e+01  1.025979e+01  1.452936e+01  1.448959e+01  
0.0610 14.406 1.934  4.66951862e-04  5.620082e+00  7.522898e+00  3.204806e+00  1.315612e+01  1.430203e+01  1.015895e+01  1.438662e+01  1.431906e+01  
0.0615 14.390 1.933  4.70856396e-04  5.679475e+00  7.584876e+00  3.251107e+00  1.314308e+01  1.409788e+01  1.005602e+01  1.424090e+01  1.414592e+01  
0.0620 14.374 1.932  4.77850366e-04  5.738398e+00  7.645813e+00  3.297466e+00  1.312664e+01  1.389165e+01  9.951098e+00  1.409238e+01  1.397036e+01  
0.0625 14.357 1.931  4.82137524e-04  5.796833e+00  7.705695e+00  3.343872e+00  1.310686e+01  1.368363e+01  9.844412e+00  1.394136e+01  1.379274e+01  
0.0630 14.341 1.930  4.90138931e-04  5.854771e+00  7.764505e+00  3.390318e+00  1.308375e+01  1.347392e+01  9.735912e+00  1.378777e+01  1.361298e+01  
0.0635 14.325 1.929  4.95839575e-04  5.912191e+00  7.822226e+00  3.436790e+00  1.305738e+01  1.326280e+01  9.625748e+00  1.363182e+01  1.343132e+01  
0.0640 14.309 1.927  5.00479789e-04  5.969080e+00  7.878846e+00  3.483280e+00  1.302784e+01  1.305051e+01  9.514138e+00  1.347382e+01  1.324810e+01  
0.0645 14.292 1.926  5.08318277e-04  6.025426e+00  7.934351e+00  3.529779e+00  1.299513e+01  1.283717e+01  9.401066e+00  1.331376e+01  1.306331e+01  
0.0650 14.276 1.925  5.12853099e-04  6.081211e+00  7.988725e+00  3.576273e+00  1.295934e+01  1.262304e+01  9.286687e+00  1.315185e+01  1.287719e+01  
0.0655 14.259 1.924  5.20281787e-04  6.136425e+00  8.041961e+00  3.622757e+00  1.292051e+01  1.240828e+01  9.171110e+00  1.298824e+01  1.268992e+01  
0.0660 14.243 1.923  5.26673892e-04  6.191054e+00  8.094041e+00  3.669218e+00  1.287869e+01  1.219305e+01  9.054388e+00  1.282301e+01  1.250156e+01  
0.0665 14.226 1.922  5.30276188e-04  6.245079e+00  8.144954e+00  3.715644e+00  1.283399e+01  1.197763e+01  8.936711e+00  1.265643e+01  1.231243e+01  
0.0670 14.209 1.920  5.38338854e-04  6.298493e+00  8.194694e+00  3.762028e+00  1.278643e+01  1.176213e+01  8.818157e+00  1.248861e+01  1.212265e+01  
0.0675 14.192 1.919  5.45270165e-04  6.351283e+00  8.243246e+00  3.808361e+00  1.273607e+01  1.154669e+01  8.698760e+00  1.231959e+01  1.193226e+01  
0.0680 14.176 1.918  5.51080576e-04  6.403435e+00  8.290600e+00  3.854630e+00  1.268297e+01  1.133151e+01  8.578635e+00  1.214954e+01  1.174144e+01  
0.0685 14.159 1.917  5.54577994e-04  6.454931e+00  8.336745e+00  3.900822e+00  1.262723e+01  1.111682e+01  8.457958e+00  1.197872e+01  1.155045e+01  
0.0690 14.142 1.916  5.62677787e-04  6.505768e+00  8.381678e+00  3.946933e+00  1.256890e+01  1.090270e+01  8.336793e+00  1.180720e+01  1.135940e+01  
0.0695 14.124 1.914  5.70068873e-04  6.555931e+00  8.425387e+00  3.992952e+00  1.250802e+01  1.068928e+01  8.215160e+00  1.163502e+01  1.116831e+01  
0.0700 14.107 1.913  5.74722408e-04  6.605407e+00  8.467864e+00  4.038867e+00  1.244469e+01  1.047677e+01  8.093215e+00  1.146239e+01  1.097741e+01  
0.0705 14.090 1.912  5.79625541e-04  6.654183e+00  8.509101e+00  4.084666e+00  1.237897e+01  1.026531e+01  7.971050e+00  1.128946e+01  1.078684e+01  
0.0710 14.073 1.911  5.88091489e-04  6.702255e+00  8.549096e+00  4.130344e+00  1.231090e+01  1.005497e+01  7.848711e+00  1.111628e+01  1.059666e+01  
0.0715 14.056 1.909  5.93944446e-04  6.749607e+00  8.587837e+00  4.175889e+00  1.224057e+01  9.845909e+00  7.726273e+00  1.094296e+01  1.040698e+01  
