0.00504 0.0035
0.01008 0.0138
0.01512 0.0307
0.02016 0.0538
0.0252 0.083
0.03024 0.1179
0.03528 0.1582
0.04032 0.2038
0.04537 0.2543
0.05041 0.3094
0.05545 0.3691
0.06049 0.4329
0.06553 0.5006
0.07057 0.5721
0.07561 0.6469
0.08065 0.725
0.08569 0.8061
0.09073 0.8899
0.09577 0.9761
0.10081 1.0647
0.10585 1.1553
0.11089 1.2477
0.11593 1.3417
0.12097 1.437
0.12601 1.5335
0.13106 1.631
0.1361 1.7291
0.14114 1.8278
0.14618 1.9267
0.15122 2.0258
0.15626 2.1247
0.1613 2.2233
0.16634 2.3214
0.17138 2.4187
0.17642 2.5151
0.18146 2.6105
0.1865 2.7044
0.19154 2.7969
0.19658 2.8877
0.20162 2.9766
0.20666 3.0634
0.21171 3.1479
0.21675 3.23
0.22179 3.3094
0.22683 3.3859
0.23187 3.4594
0.23691 3.5298
0.24195 3.5966
0.24699 3.6599
0.25203 3.7194
0.25707 3.7749
0.26211 3.8262
0.26715 3.8731
0.27219 3.9154
0.27723 3.9529
0.28227 3.9854
0.28731 4.0127
0.29235 4.0344
0.2974 4.0505
0.30244 4.0605
0.30748 4.0644
0.31252 4.0617
0.31756 4.0522
0.3226 4.0356
0.32764 4.0114
0.33268 3.9794
0.33772 3.9391
0.34276 3.89
0.3478 3.8316
0.35284 3.7632
0.35788 3.6842
0.36292 3.5937
0.36796 3.4907
0.373 3.374
0.37804 3.2422
0.38309 3.0932
0.38813 2.9246
0.39317 2.733
0.39821 2.5136
0.40325 2.2589
0.40829 1.9567
0.41333 1.5832
0.41837 1.0783
0.42341 0.0
